text,language,label,category,source
"Important: உங்கள் பணம் ரூ.2,500 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
Your consignment is seized. Clearance fee Rs 999 required. Contact 8123456789,en,scam,courier_parcel,synthetic_template
WhatsApp subscription expired. Renew now at http://hdfc-secure-login.top/kyc to avoid losing your chats.,en,scam,social_media,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.10,000 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
Instant loan without CIBIL check. Get money in 10 minutes. Apply http://192.168.44.9/bank/login,en,scam,loan,synthetic_template
"Dear customer, the branch will be closed on 26-01-2026 for the public holiday. Normal banking resumes the next working day.",en,legitimate,legitimate,synthetic_template
"உங்கள் ரயில் PNR 4451223 உறுதி செய்யப்பட்டது. பெட்டி S4, இருக்கை 32. பயணம் இனிதாகட்டும். Thank you.",ta,legitimate,legitimate,synthetic_template
"Dear customer, Dear customer your Union Bank KYC has expired. Account will be blocked within 24 hours. Click http://192.168.44.9/bank/login to update.",en,scam,kyc,synthetic_template
உங்கள் விண்ணப்பம் தேர்வாகியுள்ளது. நேர்காணல் கட்டணம் ரூ 999 செலுத்தி உறுதி செய்யவும். Act fast!,ta,scam,job,synthetic_template
"Dear customer, the branch will be closed on 26-01-2026 for the public holiday.. Normal banking resumes the next working day.. Thank you..",en,legitimate,legitimate,synthetic_template
"Invest in our forex plan. Risk free returns, get 3x in 30 days. Whatsapp 9445566778",en,scam,investment,synthetic_template
"Rs.50,000 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
483920 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம். Team,ta,legitimate,legitimate,synthetic_template
"To receive your refund of Rs 25,000, scan this QR and enter your UPI PIN.",en,scam,banking,synthetic_template
URGENT: Paytm KYC pending. Complete now at http://bit.ly/3kycupd or wallet will be frozen today.,en,scam,kyc,synthetic_template
வங்கியிலிருந்து பேசுகிறோம். கார்டு புதுப்பிக்க OTP எண்ணை உடனே சொல்லுங்கள்.,ta,scam,otp,synthetic_template
"To receive your refund of Rs 999, scan this QR and enter your UPI PIN..",en,scam,banking,synthetic_template
You have been tagged in a post. See photo here http://paytm-cashback.buzz/claim,en,scam,social_media,synthetic_template
"Dear user, Rs 2,500 debited.. If not done by you call 8123456789 immediately..",en,scam,banking,synthetic_template
WhatsApp subscription expired. Renew now at http://bit.ly/3kycupd to avoid losing your chats.,en,scam,social_media,synthetic_template
Your bank account KYC is incomplete as per RBI. Update immediately http://paytm-cashback.buzz/claim to avoid suspension.,en,scam,kyc,synthetic_template
"Important: உங்கள் ரீசார்ஜ் ரூ.1,250 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
Important: Your ration card e-KYC has been completed successfully at the fair price shop. No further action needed.,en,legitimate,legitimate,synthetic_template
Your parcel has been delivered and received by the security guard at your address.. Regards..,en,legitimate,legitimate,synthetic_template
"Attention! This is from Mumbai customs. Your parcel contains narcotics. Stay on this call, do not disconnect.",en,scam,courier_parcel,synthetic_template
"உங்கள் ரயில் PNR 4451223 உறுதி செய்யப்பட்டது. பெட்டி S4, இருக்கை 32. பயணம் இனிதாகட்டும்.",ta,legitimate,legitimate,synthetic_template
"DATA ENTRY JOB, NO EXPERIENCE NEEDED. EARN RS 999 WEEKLY. REGISTRATION CHARGE ONLY RS 750.",en,scam,job,synthetic_template
"உங்கள் பணம் ரூ.1,250 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி. Team",ta,legitimate,legitimate,synthetic_template
Dear consumer your electricity will be disconnected tonight 9:30 pm because previous month bill not updated. Contact electricity officer 9876543210,en,scam,impersonation,synthetic_template
"Dear customer, your electricity bill of Rs.25,000 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"Your mobile recharge of Rs..25,000 is successful.. Validity 28 days.. Thank you..",en,legitimate,legitimate,synthetic_template
Instant loan without CIBIL check. Get money in 10 minutes. Apply http://rbi-verify-account.icu/form,en,scam,loan,synthetic_template
Low interest loan available any CIBIL score. Zero paperwork. Contact 9876543210 Thank you.,en,scam,loan,synthetic_template
Your electricity meter reading was taken today. The bill will be delivered within 3 days. Thank you.,en,legitimate,legitimate,synthetic_template
"Rs..4,999 debited from A/c XX4412 on 12-05-26.. Avl Bal Rs..8,330.. Not you? Call 18001234.. Do not share OTP with anyone..",en,legitimate,legitimate,synthetic_template
"Important: உங்கள் பணம் ரூ.10,000 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
உங்கள் தேர்வு முடிவுகள் வெளியாகியுள்ளன. பல்கலைக்கழக அதிகாரப்பூர்வ தளத்தில் பார்க்கவும். Team,ta,legitimate,legitimate,synthetic_template
Dear consumer your electricity will be disconnected tonight 9:30 pm because previous month bill not updated.. Contact electricity officer 8123456789,en,scam,impersonation,synthetic_template
"Your insurance premium of Rs..25,000 is due on 28-05-2026.. Pay via the official portal or your agent..",en,legitimate,legitimate,synthetic_template
Important: Your order has been shipped and will be delivered by tomorrow 7 PM. Track in the app.,en,legitimate,legitimate,synthetic_template
"Your insurance premium of Rs.50,000 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
"AnyDesk செயலியை நிறுவி திரையை பகிரவும், எங்கள் அதிகாரி கணக்கை சரி செய்வார்.",ta,scam,banking,synthetic_template
"Your mobile recharge of Rs.2,500 is successful. Validity 28 days. Thank you. Act fast!",en,legitimate,legitimate,synthetic_template
"Dear customer, the branch will be closed on 26-01-2026 for the public holiday. Normal banking resumes the next working day. Regards.",en,legitimate,legitimate,synthetic_template
Your monthly statement for A/c XX4412 is ready.. View it by logging into the official Canara Bank net banking portal..,en,legitimate,legitimate,synthetic_template
Your Facebook page violates copyright. Verify within 24 hours at http://bit.ly/3kycupd or page will be deleted.,en,scam,social_media,synthetic_template
"Sir, this is Kumar from the water board.. We will do the meter reading tomorrow between 10 AM and 12 PM.. Regards..",en,legitimate,legitimate,synthetic_template
"Attention! உங்கள் காசோலை எண் 445122, ரூ.50,000 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"YOUR NUMBER WON THE DIWALI BUMPER PRIZE OF RS 5,00,000. PAY GST OF RS 1,250 TO RELEASE THE AMOUNT.",en,scam,lottery,synthetic_template
"Dear customer, Anydesk app install pannunga, screen share panna naanga account correct panrom",ta,scam,impersonation,synthetic_tanglish
Dear customer your electricity connection will be disconnected tonight because bill is not updated. Call officer 9876543210,en,scam,electricity_bill,synthetic_template
"Attention! 483920 is your OTP for Canara Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
Your insurance premium of Rs.999 is due on 28-05-2026. Pay via the official portal or your agent. Act fast!,en,legitimate,legitimate,synthetic_template
"SBI: Rs.10,000 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
"Hello beta, this is your uncle, I changed my number. I need Rs 4,999 urgently, will return tomorrow.",en,scam,impersonation,synthetic_template
ED department. Your account is linked to terror funding. Transfer Rs 499 to verification account for clearance.,en,scam,digital_arrest,synthetic_template
"220199 IS YOUR OTP FOR PNB LOGIN.. VALID FOR 10 MINUTES.. DO NOT SHARE THIS OTP WITH ANYONE, INCLUDING BANK STAFF..",en,legitimate,legitimate,synthetic_template
"554411 is your OTP for Union Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"Attention! ED department. Your account is linked to terror funding. Transfer Rs 10,000 to verification account for clearance.",en,scam,digital_arrest,synthetic_template
"Your loan of Rs 2,500 is sanctioned. Pay insurance charge Rs 1500 to release amount.",en,scam,loan,synthetic_template
WhatsApp subscription expired. Renew now at http://paytm-cashback.buzz/claim to avoid losing your chats.,en,scam,social_media,synthetic_template
Attention! உங்கள் தேர்வு முடிவுகள் வெளியாகியுள்ளன.. பல்கலைக்கழக அதிகாரப்பூர்வ தளத்தில் பார்க்கவும்..,ta,legitimate,legitimate,synthetic_template
Your Kotak account will be suspended today. Update PAN at http://icici-netbank.click/auth to continue services.,en,scam,banking,synthetic_template
"Your cheque number 445122 for Rs..2,500 has been cleared on 14-05-2026..",en,legitimate,legitimate,synthetic_template
உங்கள் பார்சலில் போதைப்பொருள் உள்ளது.. அழைப்பை துண்டிக்காதீர்கள்..,ta,scam,courier_parcel,synthetic_template
EB notice: immediate disconnection at 9 pm. Update payment at http://bit.ly/3kycupd Team,en,scam,electricity_bill,synthetic_template
"Dear customer, This is from TRAI. Your SIM will be deactivated in 2 hours due to Aadhaar mismatch. Press 1 to verify.",en,scam,impersonation,synthetic_template
"Dear customer, Mummy phone udanju pochu, ithu en new number, Rs 2,500 urgent ah anuppunga",ta,scam,impersonation,synthetic_tanglish
"Dear customer, your Kotak account needs verification. Share the OTP 554411 received on your mobile to complete the process.",en,scam,otp,synthetic_template
"Rs..10,000 debit aagiduchu account XX4412 la, balance Rs..8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
"Dear user, Rs 50,000 debited. If not done by you call 9876543210 immediately.",en,scam,banking,synthetic_template
"Bitcoin investment scheme approved by RBI. Minimum Rs 999, daily profit credited. Register http://sbi-kyc-update.xyz/verify",en,scam,investment,synthetic_template
"Mumbai Cyber Police. FIR registered against you. Join Skype video call now, do not inform anyone.",en,scam,digital_arrest,synthetic_template
"SBI: Rs..2,500 credited to your account on 03-06-26 by NEFT.. Avl bal Rs..12,400..",en,legitimate,legitimate,synthetic_template
"Sir, this is Kumar from the water board. We will do the meter reading tomorrow between 10 AM and 12 PM. Regards.",en,legitimate,legitimate,synthetic_template
"483920 is your OTP for HDFC Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.25,000 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"ED department. Your account is linked to terror funding. Transfer Rs 10,000 to verification account for clearance.",en,scam,digital_arrest,synthetic_template
"Invest in our forex plan. Risk free returns, get 3x in 30 days. Whatsapp 7012345678",en,scam,investment,synthetic_template
உங்கள் சிலிண்டர் பதிவு உறுதியானது. 2 வேலை நாட்களில் வழங்கப்படும். டெலிவரி நபரிடம் மட்டும் பணம் தரவும்.,ta,legitimate,legitimate,synthetic_template
Your appointment at the government hospital is confirmed for 15-05-2026 at 10:30 AM.. Please bring your ID card..,en,legitimate,legitimate,synthetic_template
YOUR KOTAK ACCOUNT WILL BE SUSPENDED TODAY. UPDATE PAN AT HTTP://TINYURL.COM/KYC-UPDT TO CONTINUE SERVICES.,en,scam,banking,synthetic_template
We are calling from Kotak card division. To upgrade your card kindly tell the OTP sent just now.,en,scam,otp,synthetic_template
You are under digital arrest.. Do not disconnect the video call or warrant will be issued..,en,scam,digital_arrest,synthetic_template
"PNB: Rs..1,250 credited to your account on 03-06-26 by NEFT.. Avl bal Rs..12,400..",en,legitimate,legitimate,synthetic_template
"Attention! Your cheque number 445122 for Rs.4,999 has been cleared on 14-05-2026.",en,legitimate,legitimate,synthetic_template
"I have your private video.. Pay Rs 10,000 or I will send it to all your contacts..",en,scam,social_media,synthetic_template
Your Aadhaar update request 8812 has been accepted at the enrolment centre. Check status on the official portal after 7 days. Thank you.,en,legitimate,legitimate,synthetic_template
"To receive your refund of Rs 2,500, scan this QR and enter your UPI PIN.",en,scam,banking,synthetic_template
"Guaranteed 30% monthly return on crypto trading.. Invest Rs 4,999 and double your money in 15 days.. Join http://bit..ly/3kycupd",en,scam,investment,synthetic_template
Your blood donation camp registration is confirmed for Sunday 9 AM at the community hall.. Team,en,legitimate,legitimate,synthetic_template
FINAL NOTICE - KYC VERIFICATION PENDING. DOWNLOAD THE FORM FROM HTTP://EPFO-CLAIM-ONLINE.WORK/PF AND SUBMIT TODAY.,en,scam,kyc,synthetic_template
உங்கள் தேர்வு முடிவுகள் வெளியாகியுள்ளன.. பல்கலைக்கழக அதிகாரப்பூர்வ தளத்தில் பார்க்கவும்..,ta,legitimate,legitimate,synthetic_template
"Rs..50,000 debited from A/c XX4412 on 12-05-26.. Avl Bal Rs..8,330.. Not you? Call 18001234.. Do not share OTP with anyone..",en,legitimate,legitimate,synthetic_template
"Loan approve aagiduchu Rs 50,000, processing fee mattum pay pannunga, documents thevai illa",ta,scam,impersonation,synthetic_tanglish
"To stop the unauthorised transaction of Rs 999, share the verification code immediately..",en,scam,otp,synthetic_template
Important: உங்கள் சிலிண்டர் பதிவு எண் 7781234. இரண்டு வேலை நாட்களில் வழங்கப்படும்.,ta,legitimate,legitimate,synthetic_template
"ஆதார் இணைக்கப்படவில்லை. உடனே http://icici-netbank.click/auth மூலம் சரிபார்க்கவும், இல்லையெனில் கணக்கு நிறுத்தப்படும்.",ta,scam,kyc,synthetic_template
Attention! Your gas cylinder has been booked. Booking ID 7781234. Delivery in 2 working days.,en,legitimate,legitimate,synthetic_template
483920 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம்.,ta,legitimate,legitimate,synthetic_template
"ஆதார் இணைக்கப்படவில்லை. உடனே http://paytm-cashback.buzz/claim மூலம் சரிபார்க்கவும், இல்லையெனில் கணக்கு நிறுத்தப்படும்.",ta,scam,kyc,synthetic_template
"Attention! உங்கள் ரீசார்ஜ் ரூ.1,250 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
"Attention! உங்கள் மின் கட்டணம் ரூ.50,000 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
KYC புதுப்பிக்கவில்லை. இன்றே http://rbi-verify-account.icu/form சென்று விவரங்களை பதிவு செய்யவும்.,ta,scam,kyc,synthetic_template
Your parcel has been delivered and received by the security guard at your address.,en,legitimate,legitimate,synthetic_template
Your ration card e-KYC has been completed successfully at the fair price shop.. No further action needed..,en,legitimate,legitimate,synthetic_template
உங்கள் தனிப்பட்ட வீடியோ என்னிடம் உள்ளது. ரூ 499 தரவில்லை என்றால் அனைவருக்கும் அனுப்புவேன்.,ta,scam,social_media,synthetic_template
"Attention! To stop the unauthorised transaction of Rs 25,000, share the verification code immediately.",en,scam,otp,synthetic_template
"Your insurance premium of Rs.10,000 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
"Thank you for your payment of Rs.1,250. Receipt number 88213. This is a system generated message.",en,legitimate,legitimate,synthetic_template
"Ungaloda exam result vandhuduchu, official website la login panni paarunga Team",ta,legitimate,legitimate,synthetic_tanglish
Attention! நாளை கனமழை காரணமாக பள்ளிக்கு விடுமுறை. திங்கள் அன்று வகுப்புகள் தொடங்கும்.,ta,legitimate,legitimate,synthetic_template
"Electricity tonight cut aagum, bill update aagala, officer 7012345678 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
Your blood donation camp registration is confirmed for Sunday 9 AM at the community hall. Act fast!,en,legitimate,legitimate,synthetic_template
"உங்கள் ரயில் PNR 4451223 உறுதி செய்யப்பட்டது.. பெட்டி S4, இருக்கை 32.. பயணம் இனிதாகட்டும்..",ta,legitimate,legitimate,synthetic_template
"To receive your refund of Rs 499, scan this QR and enter your UPI PIN.",en,scam,banking,synthetic_template
EB notice: immediate disconnection at 9 pm. Update payment at http://icici-netbank.click/auth,en,scam,electricity_bill,synthetic_template
"Bitcoin investment scheme approved by RBI. Minimum Rs 10,000, daily profit credited. Register http://epfo-claim-online.work/pf Team",en,scam,investment,synthetic_template
"உங்கள் எண் தேர்வாகியுள்ளது. பரிசு ரூ 50,00,000. வங்கி விவரங்களை அனுப்பவும்.",ta,scam,lottery,synthetic_template
"Rs.499 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
"உங்கள் பணம் ரூ.1,250 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
"Your mobile recharge of Rs.1,250 is successful. Validity 28 days. Thank you.",en,legitimate,legitimate,synthetic_template
"Rs.2,500 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
"Rs.1,250 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
URGENT: PhonePe KYC pending. Complete now at http://irctc-refund.cyou/ticket or wallet will be frozen today.,en,scam,kyc,synthetic_template
Your FedEx parcel is held at customs due to illegal items. Call 8123456789 immediately to avoid legal action.,en,scam,courier_parcel,synthetic_template
"Your train PNR 4451223 is confirmed, coach S4 berth 32. Happy journey.",en,legitimate,legitimate,synthetic_template
"Mummy my phone is broken, this is my new number. Send Rs 4,999 to this GPay urgently.",en,scam,impersonation,synthetic_template
"Invest in our forex plan. Risk free returns, get 3x in 30 days. Whatsapp 9445566778 Act fast!",en,scam,investment,synthetic_template
வீட்டிலிருந்து வேலை. தினமும் ரூ 499 சம்பாதிக்கலாம். பதிவு கட்டணம் ரூ 499 செலுத்தவும். தொடர்பு 7012345678,ta,scam,job,synthetic_template
ICICI Bank security team here. Confirm OTP 483920 within 10 minutes or your net banking will be disabled.,en,scam,otp,synthetic_template
"ED department. Your account is linked to terror funding. Transfer Rs 25,000 to verification account for clearance.",en,scam,digital_arrest,synthetic_template
"Dear customer, AnyDesk செயலியை நிறுவி திரையை பகிரவும், எங்கள் அதிகாரி கணக்கை சரி செய்வார்.",ta,scam,banking,synthetic_template
"To receive your refund of Rs 4,999, scan this QR and enter your UPI PIN.",en,scam,banking,synthetic_template
Courier delivery failed. Pay Rs 49 redelivery charge at http://tinyurl.com/kyc-updt to reschedule.,en,scam,courier_parcel,synthetic_template
Dear customer your Axis Bank KYC has expired. Account will be blocked within 24 hours. Click http://paytm-cashback.buzz/claim to update.,en,scam,kyc,synthetic_template
"உங்கள் தனிப்பட்ட வீடியோ என்னிடம் உள்ளது. ரூ 10,000 தரவில்லை என்றால் அனைவருக்கும் அனுப்புவேன்.",ta,scam,social_media,synthetic_template
"Dear customer, Your scholarship application has been received by the college office. Results will be displayed on the notice board.",en,legitimate,legitimate,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.4,999 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
"Important: உங்கள் பணம் ரூ.50,000 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
"HDFC Bank: Rs.2,500 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
Your electricity meter reading was taken today. The bill will be delivered within 3 days. Team,en,legitimate,legitimate,synthetic_template
"YOUR LOAN OF RS 10,000 IS SANCTIONED. PAY INSURANCE CHARGE RS 1500 TO RELEASE AMOUNT.",en,scam,loan,synthetic_template
"Digital arrest la irukeenga, video call cut pannadheenga, CBI officer pesuren",ta,scam,impersonation,synthetic_tanglish
"Bitcoin investment scheme approved by RBI.. Minimum Rs 1,250, daily profit credited.. Register http://tinyurl..com/kyc-updt",en,scam,investment,synthetic_template
"To stop the unauthorised transaction of Rs 50,000, share the verification code immediately.",en,scam,otp,synthetic_template
"Dear customer, Sir, this is Kumar from the water board. We will do the meter reading tomorrow between 10 AM and 12 PM.",en,legitimate,legitimate,synthetic_template
உங்கள் உதவித்தொகை விண்ணப்பம் கல்லூரி அலுவலகத்தில் பெறப்பட்டது. முடிவுகள் அறிவிப்பு பலகையில் இடம்பெறும். Thank you.,ta,legitimate,legitimate,synthetic_template
112233 உங்கள் உள்நுழைவு OTP.. 10 நிமிடம் செல்லுபடியாகும்.. இதை யாரிடமும் சொல்ல வேண்டாம்..,ta,legitimate,legitimate,synthetic_template
பகுதி நேர வேலை உள்ளது. வீடியோ லைக் செய்து தினமும் ரூ 500 பெறலாம். ஜாயின் 9445566778,ta,scam,job,synthetic_template
"YOUR INSURANCE PREMIUM OF RS..1,250 IS DUE ON 28-05-2026.. PAY VIA THE OFFICIAL PORTAL OR YOUR AGENT..",en,legitimate,legitimate,synthetic_template
"Attention! Your insurance premium of Rs..2,500 is due on 28-05-2026.. Pay via the official portal or your agent..",en,legitimate,legitimate,synthetic_template
"நான் CBI அதிகாரி. உங்கள் ஆதார் பணமோசடி வழக்கில் உள்ளது. இது டிஜிட்டல் கைது, வீடியோ அழைப்பில் இருங்கள்.",ta,scam,digital_arrest,synthetic_template
URGENT: BHIM KYC pending. Complete now at http://bit.ly/3kycupd or wallet will be frozen today.,en,scam,kyc,synthetic_template
உங்கள் ரேஷன் அட்டை e-KYC நியாய விலைக் கடையில் முடிக்கப்பட்டது. வேறு நடவடிக்கை தேவையில்லை.,ta,legitimate,legitimate,synthetic_template
"Attention! நான் ராணுவ அதிகாரி. இடமாற்றம் ஆகிவிட்டது. முன்பணம் ரூ 4,999 அனுப்புங்கள்.",ta,scam,impersonation,synthetic_template
"உங்கள் பணம் ரூ.25,000 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
"Thank you for your payment of Rs..50,000.. Receipt number 88213.. This is a system generated message..",en,legitimate,legitimate,synthetic_template
Install AnyDesk app and share screen so our executive can update your account details. Thank you.,en,scam,banking,synthetic_template
INSTANT LOAN WITHOUT CIBIL CHECK. GET MONEY IN 10 MINUTES. APPLY HTTP://TINYURL.COM/KYC-UPDT,en,scam,loan,synthetic_template
Your parcel has been delivered and received by the security guard at your address..,en,legitimate,legitimate,synthetic_template
You have been tagged in a post. See photo here http://epfo-claim-online.work/pf,en,scam,social_media,synthetic_template
220199 உங்கள் உள்நுழைவு OTP.. 10 நிமிடம் செல்லுபடியாகும்.. இதை யாரிடமும் சொல்ல வேண்டாம்..,ta,legitimate,legitimate,synthetic_template
"Attention! Your insurance premium of Rs..1,250 is due on 28-05-2026.. Pay via the official portal or your agent..",en,legitimate,legitimate,synthetic_template
"அம்மா என் ஃபோன் உடைந்துவிட்டது, இது என் புதிய எண். ரூ 1,250 உடனே அனுப்புங்கள்.",ta,scam,impersonation,synthetic_template
Attention! உங்கள் மின் கட்டணம் ரூ.999 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.,ta,legitimate,legitimate,synthetic_template
"554411 is your OTP for PNB login.. Valid for 10 minutes.. Do not share this OTP with anyone, including bank staff..",en,legitimate,legitimate,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.50,000 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
"Attention! Sir job confirm aagiduchu, registration fee Rs 499 pay pannunga, 9876543210 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
"Dear customer, Investment panna 30% guaranteed return, double money 15 days la, join http://tinyurl.com/kyc-updt",ta,scam,impersonation,synthetic_tanglish
"Dear customer, Your order has been shipped and will be delivered by tomorrow 7 PM. Track in the app.",en,legitimate,legitimate,synthetic_template
Kotak alert: Aadhaar not linked with account. Re-verify KYC at http://rbi-verify-account.icu/form before tonight.,en,scam,kyc,synthetic_template
"Dear user, Rs 50,000 debited.. If not done by you call 6383991122 immediately..",en,scam,banking,synthetic_template
"Important: Your mobile recharge of Rs.50,000 is successful. Validity 28 days. Thank you.",en,legitimate,legitimate,synthetic_template
"Important: Ungaloda exam result vandhuduchu, official website la login panni paarunga",ta,legitimate,legitimate,synthetic_tanglish
Your HDFC Bank account will be suspended today. Update PAN at http://icici-netbank.click/auth to continue services.,en,scam,banking,synthetic_template
"Dear parent, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday. Thank you.",en,legitimate,legitimate,synthetic_template
Your parcel has been delivered and received by the security guard at your address. Thank you.,en,legitimate,legitimate,synthetic_template
உங்கள் ஆர்டர் அனுப்பப்பட்டது.. நாளை மாலைக்குள் வந்துவிடும்.. செயலியில் பார்க்கவும்..,ta,legitimate,legitimate,synthetic_template
"CONGRATULATIONS!! You are the lucky winner of Rs 10,00,000. Send your bank details to claim.",en,scam,lottery,synthetic_template
"ED department. Your account is linked to terror funding. Transfer Rs 50,000 to verification account for clearance.",en,scam,digital_arrest,synthetic_template
"Important: ரூ.999 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
"மாதம் 30% உறுதியான லாபம். ரூ 1,250 முதலீடு செய்து 15 நாளில் இரட்டிப்பு பெறுங்கள். http://irctc-refund.cyou/ticket Regards.",ta,scam,investment,synthetic_template
"Loan approve aagiduchu Rs 999, processing fee mattum pay pannunga, documents thevai illa",ta,scam,impersonation,synthetic_tanglish
"Investment panna 30% guaranteed return, double money 15 days la, join http://paytm-cashback.buzz/claim",ta,scam,impersonation,synthetic_tanglish
"Union Bank: Rs..10,000 credited to your account on 03-06-26 by NEFT.. Avl bal Rs..12,400..",en,legitimate,legitimate,synthetic_template
URGENT: Google Pay KYC pending. Complete now at http://192.168.44.9/bank/login or wallet will be frozen today. Act fast!,en,scam,kyc,synthetic_template
"SIR JOB CONFIRM AAGIDUCHU, REGISTRATION FEE RS 499 PAY PANNUNGA, 7012345678 KU CALL PANNUNGA",ta,scam,impersonation,synthetic_tanglish
"Your cheque number 445122 for Rs.10,000 has been cleared on 14-05-2026.",en,legitimate,legitimate,synthetic_template
"Data entry job, no experience needed. Earn Rs 50,000 weekly. Registration charge only Rs 750.",en,scam,job,synthetic_template
"Rs.2,500 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
"CANARA BANK: RS.1,250 CREDITED TO YOUR ACCOUNT ON 03-06-26 BY NEFT. AVL BAL RS.12,400.",en,legitimate,legitimate,synthetic_template
Important: உங்கள் உதவித்தொகை விண்ணப்பம் கல்லூரி அலுவலகத்தில் பெறப்பட்டது. முடிவுகள் அறிவிப்பு பலகையில் இடம்பெறும்.,ta,legitimate,legitimate,synthetic_template
"I am Major Rajesh from Indian Army, posted transfer. Pay advance Rs 50,000 for the furniture, I will send truck.",en,scam,impersonation,synthetic_template
Your insurance premium of Rs..499 is due on 28-05-2026.. Pay via the official portal or your agent..,en,legitimate,legitimate,synthetic_template
"907845 is your OTP for HDFC Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
You are under digital arrest. Do not disconnect the video call or warrant will be issued.,en,scam,digital_arrest,synthetic_template
"Pre-approved personal loan of Rs 1,250 approved. No documents required. Pay processing fee Rs 999. Call 8123456789",en,scam,loan,synthetic_template
"Your gas subsidy is pending. Update bank account at http://paytm-cashback.buzz/claim to receive Rs 10,000.",en,scam,impersonation,synthetic_template
